GEOID,NAME,ACS_TOTAL_POP,ACS_UNDER5,ACS_OVER65,ACS_SENSITIVE_PCT,ACS_POVERTY_PCT,ACS_NO_VEHICLE_PCT,NRI_ID,NRI_HEATWAVE_RISK_SCORE,NRI_HEATWAVE_RISK_RATING,NRI_HEATWAVE_ANNUALIZED_FREQ,NRI_SOVI_SCORE,NRI_SOVI_RATING,NRI_COMPOSITE_RISK_SCORE,NRI_COMPOSITE_RISK_RATING,NEAREST_COOLING_MI,COOLING_WITHIN_3MI,COOLING_WITHIN_5MI,ACCESS_POINT_METHOD,HEAT_CONCERN_SCORE,SOVI_CONCERN_SCORE,TRANSPORT_BARRIER_SCORE,COOLING_ACCESS_SCORE,FINAL_CONCERN_SCORE,CONCERN_CLASS
53063014200,"Census Tract 142, Spokane, WA",4063.0,167.0,789.0,23.53,17.33,3.53,T53063014200,60.99432766099433,Relatively Moderate,4.008103585613777,56.30515904,Relatively Moderate,80.74631657807427,Relatively Moderate,14.36,0,0,Census tract internal point,2,3,2,3,10,High
53063010305,"Census Tract 103.05, Spokane, WA",8117.0,243.0,1507.0,21.56,5.74,2.0,T53063010305,74.99165832499166,Relatively Moderate,3.9432383007956364,33.72978736,Relatively Low,55.621752107785426,Relatively Low,6.66,0,0,Census tract internal point,3,2,2,3,10,High
53063010303,"Census Tract 103.03, Spokane, WA",3590.0,274.0,858.0,31.53,9.82,2.9,T53063010303,59.61914295247629,Relatively Moderate,3.942392811857923,66.53260676,Relatively High,23.840272079721263,Relatively Low,4.91,0,1,Census tract internal point,2,3,2,3,10,High
53063011202,"Census Tract 112.02, Spokane, WA",4120.0,169.0,767.0,22.72,6.58,0.57,T53063011202,62.39572906239573,Relatively Moderate,4.0,49.06237043,Relatively Moderate,19.477245430654154,Very Low,3.72,0,5,Census tract internal point,3,3,1,3,10,High
53063010800,"Census Tract 108, Spokane, WA",2008.0,30.0,417.0,22.26,14.14,11.67,T53063010800,46.44167977501311,Relatively Low,4.0,67.7047918,Relatively High,3.104895770159229,Very Low,3.27,0,6,Census tract internal point,1,3,3,3,10,High
53063013101,"Census Tract 131.01, Spokane, WA",9238.0,826.0,1576.0,26.0,14.46,1.93,T53063013101,83.4084084084084,Relatively Moderate,4.000000000000001,64.44056151,Relatively High,51.3229400782467,Relatively Low,2.62,4,6,Census tract internal point,3,3,1,3,10,High
53063011102,"Census Tract 111.02, Spokane, WA",4192.0,256.0,654.0,21.71,5.54,20.85,T53063011102,57.02011535344869,Relatively Moderate,4.0,39.6232897,Relatively Low,7.545217794584567,Very Low,2.51,1,9,Census tract internal point,2,2,3,3,10,High
53063013900,"Census Tract 139, Spokane, WA",5673.0,142.0,1106.0,22.0,7.36,11.35,T53063013900,68.72110205443539,Relatively Moderate,4.000000000000001,37.27714269,Relatively Low,41.76566420510625,Relatively Low,1.97,1,1,Census tract internal point,3,2,3,2,10,High
53063001800,"Census Tract 18, Spokane, WA",2709.0,108.0,649.0,27.94,27.3,22.75,T53063001800,60.69760236426903,Relatively Moderate,4.000000000000001,87.16697269,Very High,16.12381529972768,Very Low,1.14,13,19,Census tract internal point,2,3,3,2,10,High
53063011800,"Census Tract 118, Spokane, WA",5197.0,195.0,960.0,22.22,15.74,17.09,T53063011800,69.82220315553649,Relatively Moderate,4.0,44.30551442,Relatively Moderate,20.49397690652016,Relatively Low,1.03,4,6,Census tract internal point,3,2,3,2,10,High
53063012600,"Census Tract 126, Spokane, WA",4434.0,253.0,674.0,20.91,10.55,4.96,T53063012600,64.86724820058153,Relatively Moderate,4.0,59.92714565,Relatively Moderate,14.919196603760124,Very Low,1.01,4,6,Census tract internal point,3,3,2,2,10,High
53063004601,"Census Tract 46.01, Spokane, WA",4703.0,124.0,1399.0,32.38,10.69,21.5,T53063004601,61.84637017970351,Relatively Moderate,4.0,53.27311497,Relatively Moderate,14.00948949377475,Very Low,0.54,8,17,Census tract internal point,3,3,3,1,10,High
53063012500,"Census Tract 125, Spokane, WA",3473.0,195.0,796.0,28.53,16.69,8.74,T53063012500,68.92964392964393,Relatively Moderate,4.0,77.99739383,Relatively High,16.02273673195153,Very Low,0.52,3,9,Census tract internal point,3,3,3,1,10,High
53063011702,"Census Tract 117.02, Spokane, WA",8389.0,726.0,761.0,17.73,20.66,9.11,T53063011702,79.28285428285429,Relatively Moderate,4.0,54.72427886,Relatively Moderate,43.29968011606198,Relatively Low,0.5,6,6,Census tract internal point,3,3,3,1,10,High
53063002400,"Census Tract 24, Spokane, WA",3553.0,87.0,609.0,19.59,41.55,25.48,T53063002400,62.09185375852042,Relatively Moderate,4.0,88.72830658,Very High,27.680068495594163,Relatively Low,0.38,15,17,Census tract internal point,3,3,3,1,10,High
53063002000,"Census Tract 20, Spokane, WA",4120.0,276.0,506.0,18.98,24.37,11.23,T53063002000,71.45955479288813,Relatively Moderate,4.0,82.22176154,Very High,26.207888884925023,Relatively Low,0.32,12,18,Census tract internal point,3,3,3,1,10,High
53063010401,"Census Tract 104.01, Spokane, WA",9594.0,746.0,859.0,16.73,22.18,10.77,T53063010401,86.34467801134468,Relatively High,4.0,72.27329266,Relatively High,59.03701853899849,Relatively Moderate,0.23,2,2,Census tract internal point,3,3,3,1,10,High
53063003500,"Census Tract 35, Spokane, WA",2951.0,61.0,619.0,23.04,49.32,53.26,T53063003500,69.9711616378283,Relatively Moderate,4.0,93.39631582,Very High,60.85524359934834,Relatively Moderate,0.15,12,17,Census tract internal point,3,3,3,1,10,High
53063010404,"Census Tract 104.04, Spokane, WA",3577.0,166.0,783.0,26.53,4.05,0.16,T53063010404,59.887268220601555,Relatively Moderate,3.999999999999999,52.58366404,Relatively Moderate,87.53641801338993,Relatively High,8.61,0,0,Census tract internal point,2,3,1,3,9,Medium
53063013501,"Census Tract 135.01, Spokane, WA",2134.0,93.0,408.0,23.48,10.49,3.85,T53063013501,36.45788645788646,Relatively Low,3.999999999999999,57.02126399,Relatively Moderate,20.653324295720214,Relatively Low,8.01,0,0,Census tract internal point,1,3,2,3,9,Medium
53063013503,"Census Tract 135.03, Spokane, WA",5697.0,517.0,1179.0,29.77,2.86,1.19,T53063013503,70.01048667715334,Relatively Moderate,4.0,33.76295682,Relatively Low,68.2863020703269,Relatively Moderate,5.17,0,0,Census tract internal point,3,2,1,3,9,Medium
53063014100,"Census Tract 141, Spokane, WA",7481.0,604.0,1139.0,23.3,4.97,0.67,T53063014100,74.18966585633252,Relatively Moderate,4.00025423704923,34.13019013,Relatively Low,56.073632763725875,Relatively Moderate,4.28,0,1,Census tract internal point,3,2,1,3,9,Medium
53063014300,"Census Tract 143, Spokane, WA",3450.0,168.0,560.0,21.1,11.16,3.82,T53063014300,61.11230277896944,Relatively Moderate,4.08782693534153,46.60605343,Relatively Moderate,69.51708227795417,Relatively Moderate,3.76,0,1,Census tract internal point,2,2,2,3,9,Medium
53063010304,"Census Tract 103.04, Spokane, WA",5981.0,277.0,1233.0,25.25,6.3,1.79,T53063010304,68.50779350779351,Relatively Moderate,3.6137326070464026,36.54326838,Relatively Low,44.03458076177566,Relatively Low,3.37,0,1,Census tract internal point,3,2,1,3,9,Medium
53063013003,"Census Tract 130.03, Spokane, WA",7507.0,417.0,1078.0,19.91,8.61,3.0,T53063013003,63.25253825253825,Relatively Moderate,4.0,9.209856068,Very Low,14.392398891703234,Very Low,2.83,1,6,Census tract internal point,3,1,2,3,9,Medium
53063012401,"Census Tract 124.01, Spokane, WA",6179.0,370.0,1410.0,28.81,4.03,10.72,T53063012401,60.96096096096096,Relatively Moderate,4.0,25.1631819,Relatively Low,22.36809246905212,Relatively Low,2.31,1,9,Census tract internal point,2,1,3,3,9,Medium
53063012701,"Census Tract 127.01, Spokane, WA",4352.0,166.0,938.0,25.37,16.01,8.78,T53063012701,55.72953906287239,Relatively Low,4.0,26.7452467,Relatively Low,11.640683528950092,Very Low,1.92,4,6,Census tract internal point,2,2,3,2,9,Medium
53063013204,"Census Tract 132.04, Spokane, WA",5864.0,380.0,995.0,23.45,3.46,4.25,T53063013204,69.36936936936937,Relatively Moderate,3.9996931123563053,43.16590653,Relatively Moderate,64.95665513181834,Relatively Moderate,1.81,2,3,Census tract internal point,3,2,2,2,9,Medium
53063000800,"Census Tract 8, Spokane, WA",5291.0,275.0,1361.0,30.92,2.62,2.4,T53063000800,67.93936793936794,Relatively Moderate,4.0,40.83634425,Relatively Moderate,20.592677155054524,Relatively Low,1.66,3,12,Census tract internal point,3,2,2,2,9,Medium
53063001000,"Census Tract 10, Spokane, WA",5735.0,165.0,948.0,19.41,6.52,4.96,T53063001000,67.17312550645885,Relatively Moderate,3.9999999999999996,33.41171593,Relatively Low,20.09085179503645,Very Low,1.51,5,13,Census tract internal point,3,2,2,2,9,Medium
53063000900,"Census Tract 9, Spokane, WA",6355.0,195.0,966.0,18.27,12.93,3.01,T53063000900,71.73244673244673,Relatively Moderate,4.0,37.20784221,Relatively Low,19.937450203940877,Very Low,1.47,5,12,Census tract internal point,3,2,2,2,9,Medium
53063011701,"Census Tract 117.01, Spokane, WA",2678.0,105.0,609.0,26.66,17.79,18.34,T53063011701,44.98188664855331,Relatively Low,4.0,51.95107505,Relatively Moderate,7.287170156850154,Very Low,1.33,5,12,Census tract internal point,1,3,3,2,9,Medium
53063004800,"Census Tract 48, Spokane, WA",4770.0,296.0,1180.0,30.94,11.82,14.1,T53063004800,60.387768721102056,Relatively Moderate,4.0,36.08363443,Relatively Low,12.053321917400973,Very Low,1.32,4,8,Census tract internal point,2,2,3,2,9,Medium
53063004900,"Census Tract 49, Spokane, WA",6206.0,277.0,1548.0,29.41,8.33,1.24,T53063004900,71.72529672529673,Relatively Moderate,4.0,49.12989398,Relatively Moderate,29.418619861343988,Relatively Low,1.3,2,10,Census tract internal point,3,3,1,2,9,Medium
53063002503,"Census Tract 25.03, Spokane, WA",2555.0,0.0,23.0,0.9,54.33,12.0,T53063002503,50.32532532532532,Relatively Low,3.9999999999999996,44.56139312,Relatively Moderate,6.501135647437955,Very Low,1.15,16,17,Census tract internal point,2,2,3,2,9,Medium
53063000301,"Census Tract 3.01, Spokane, WA",2902.0,72.0,308.0,13.09,10.03,7.98,T53063000301,48.488965155631824,Relatively Low,4.0,50.52774981,Relatively Moderate,2.241565885388796,Very Low,1.0,5,17,Census tract internal point,1,3,3,2,9,Medium
53063003200,"Census Tract 32, Spokane, WA",2766.0,9.0,733.0,26.83,23.41,22.39,T53063003200,57.59569092902426,Relatively Moderate,4.0,92.42907066,Very High,36.96740513479124,Relatively Low,0.81,13,17,Census tract internal point,2,3,3,1,9,Medium
53063004702,"Census Tract 47.02, Spokane, WA",3319.0,46.0,795.0,25.34,9.23,16.5,T53063004702,59.913484913484915,Relatively Moderate,4.0,56.82402417,Relatively Moderate,10.75951624986622,Very Low,0.7,6,13,Census tract internal point,2,3,3,1,9,Medium
53063001500,"Census Tract 15, Spokane, WA",6021.0,215.0,1116.0,22.11,11.03,4.16,T53063001500,76.40020973354306,Relatively Moderate,4.0,74.31321448,Relatively High,26.575339207781862,Relatively Low,0.64,14,19,Census tract internal point,3,3,2,1,9,Medium
53063013201,"Census Tract 132.01, Spokane, WA",7030.0,348.0,1633.0,28.18,5.65,4.17,T53063013201,79.03617903617904,Relatively Moderate,3.9901688712444288,48.25623408,Relatively Moderate,52.69641944038148,Relatively Low,0.58,3,3,Census tract internal point,3,3,2,1,9,Medium
53063002300,"Census Tract 23, Spokane, WA",4991.0,108.0,978.0,21.76,17.13,8.12,T53063002300,67.17908384575051,Relatively Moderate,4.000000000000001,35.14541255,Relatively Low,17.95749943514918,Very Low,0.51,8,17,Census tract internal point,3,2,3,1,9,Medium
53063000400,"Census Tract 4, Spokane, WA",4821.0,436.0,488.0,19.17,5.83,6.02,T53063000400,61.8666285332952,Relatively Moderate,4.0,49.4829118,Relatively Moderate,13.69555135385823,Very Low,0.45,7,16,Census tract internal point,3,3,2,1,9,Medium
53063014500,"Census Tract 145, Spokane, WA",2195.0,101.0,216.0,14.44,35.42,28.41,T53063014500,55.2743219409886,Relatively Low,3.9999999999999996,77.13261861,Relatively High,54.7560439037732,Relatively Low,0.45,13,20,Census tract internal point,2,3,3,1,9,Medium
53063010201,"Census Tract 102.01, Spokane, WA",4497.0,189.0,1013.0,26.73,15.15,1.36,T53063010201,55.02049668716336,Relatively Low,3.5999074300811595,27.16815732,Relatively Low,31.511540794120798,Relatively Low,9.67,0,0,Census tract internal point,2,2,1,3,8,Medium
53063010504,"Census Tract 105.04, Spokane, WA",3640.0,195.0,739.0,25.66,4.78,2.86,T53063010504,52.55016921683588,Relatively Low,4.0,25.28460582,Relatively Low,21.1527713364965,Relatively Low,7.14,0,0,Census tract internal point,2,1,2,3,8,Medium
53063010507,"Census Tract 105.07, Spokane, WA",4764.0,237.0,951.0,24.94,4.6,0.9,T53063010507,63.420563420563425,Relatively Moderate,4.0,24.14618255,Relatively Low,32.12395799888219,Relatively Low,5.7,0,0,Census tract internal point,3,1,1,3,8,Medium
53063013502,"Census Tract 135.02, Spokane, WA",2380.0,108.0,629.0,30.97,3.36,2.07,T53063013502,41.65594165594166,Relatively Low,4.0,45.34502162,Relatively Moderate,36.15639827334023,Relatively Low,5.46,0,0,Census tract internal point,1,2,2,3,8,Medium
53063012402,"Census Tract 124.02, Spokane, WA",7081.0,335.0,1330.0,23.51,5.59,1.62,T53063012402,74.23256589923255,Relatively Moderate,4.0,24.94284191,Relatively Low,46.02999060563899,Relatively Low,4.73,0,1,Census tract internal point,3,1,1,3,8,Medium
53063010505,"Census Tract 105.05, Spokane, WA",3459.0,89.0,635.0,20.93,3.64,0.0,T53063010505,53.921778921778916,Relatively Low,4.0,32.9982823,Relatively Low,9.903321322821162,Very Low,4.01,0,5,Census tract internal point,2,2,1,3,8,Medium
53063010101,"Census Tract 101.01, Spokane, WA",4398.0,122.0,1147.0,28.85,1.27,1.01,T53063010101,56.16568949902283,Relatively Moderate,3.8182124330459377,46.700231,Relatively Moderate,17.668533647271474,Very Low,3.51,0,1,Census tract internal point,2,2,1,3,8,Medium
53063013102,"Census Tract 131.02, Spokane, WA",6692.0,679.0,1067.0,26.09,9.76,3.48,T53063013102,61.18976118976119,Relatively Moderate,4.0,9.209856068,Very Low,19.96480087522148,Very Low,2.95,1,6,Census tract internal point,2,1,2,3,8,Medium
53063012902,"Census Tract 129.02, Spokane, WA",8239.0,637.0,1472.0,25.6,3.24,1.88,T53063012902,67.05515038848372,Relatively Moderate,4.0,9.209856068,Very Low,21.97804811339826,Relatively Low,2.15,3,4,Census tract internal point,3,1,1,3,8,Medium
53063013401,"Census Tract 134.01, Spokane, WA",6221.0,326.0,1229.0,25.0,9.38,1.27,T53063013401,65.98264931598264,Relatively Moderate,4.0,26.55807617,Relatively Low,28.131949151534613,Relatively Low,2.13,1,7,Census tract internal point,3,2,1,2,8,Medium
53063012801,"Census Tract 128.01, Spokane, WA",4119.0,287.0,905.0,28.94,5.51,3.9,T53063012801,57.907907907907905,Relatively Moderate,4.0,30.14393177,Relatively Low,9.790351158836051,Very Low,2.12,1,6,Census tract internal point,2,2,2,2,8,Medium
53063003900,"Census Tract 39, Spokane, WA",2308.0,123.0,727.0,36.83,6.46,4.45,T53063003900,40.51551551551552,Relatively Low,4.0,51.73251199,Relatively Moderate,62.2061289286861,Relatively Moderate,1.73,4,13,Census tract internal point,1,3,2,2,8,Medium
53063011204,"Census Tract 112.04, Spokane, WA",2214.0,123.0,541.0,29.99,3.84,6.62,T53063011204,45.85895419228753,Relatively Low,4.0,65.022804,Relatively High,2.899171155744236,Very Low,1.54,4,15,Census tract internal point,1,3,2,2,8,Medium
53063002502,"Census Tract 25.02, Spokane, WA",2591.0,21.0,296.0,12.23,32.96,10.69,T53063002502,40.62514895848229,Relatively Low,4.0,31.56903394,Relatively Low,3.640017599562389,Very Low,1.41,14,17,Census tract internal point,1,2,3,2,8,Medium
53063011400,"Census Tract 114, Spokane, WA",6499.0,308.0,986.0,19.91,9.41,1.69,T53063011400,70.14752848086181,Relatively Moderate,3.9999999999999996,34.88361073,Relatively Low,33.389223835515445,Relatively Low,1.28,3,7,Census tract internal point,3,2,1,2,8,Medium
53063004100,"Census Tract 41, Spokane, WA",2213.0,117.0,549.0,30.09,7.22,9.37,T53063004100,34.73473473473474,Relatively Low,4.0,26.64869988,Relatively Low,3.997954645452059,Very Low,1.22,13,17,Census tract internal point,1,2,3,2,8,Medium
53063002600,"Census Tract 26, Spokane, WA",5016.0,253.0,562.0,16.25,12.84,13.13,T53063002600,58.68010868010868,Relatively Moderate,4.000000000000001,9.209856068,Very Low,6.515405562888707,Very Low,1.15,13,19,Census tract internal point,2,1,3,2,8,Medium
53063002501,"Census Tract 25.01, Spokane, WA",2936.0,107.0,250.0,12.16,48.38,14.66,T53063002501,48.24943991610658,Relatively Low,4.0,29.8140141,Relatively Low,4.959984778756852,Very Low,1.11,15,17,Census tract internal point,1,2,3,2,8,Medium
53063011900,"Census Tract 119, Spokane, WA",5208.0,332.0,752.0,20.81,17.5,7.82,T53063011900,58.777825444492116,Relatively Moderate,4.0,24.70354795,Relatively Low,9.370577812659793,Very Low,1.0,6,6,Census tract internal point,2,1,3,2,8,Medium
53063012901,"Census Tract 129.01, Spokane, WA",2998.0,223.0,804.0,34.26,15.04,4.68,T53063012901,54.764288097621424,Relatively Low,4.0,51.54652609,Relatively Moderate,8.636866326567015,Very Low,0.62,4,6,Census tract internal point,2,3,2,1,8,Medium
53063004002,"Census Tract 40.02, Spokane, WA",2745.0,136.0,193.0,11.99,24.92,6.19,T53063004002,57.180990514323845,Relatively Moderate,4.0,96.57584553,Very High,17.898041454104387,Very Low,0.61,10,17,Census tract internal point,2,3,2,1,8,Medium
53063000202,"Census Tract 2.02, Spokane, WA",1690.0,177.0,175.0,20.83,29.35,9.07,T53063000202,44.09647742981077,Relatively Low,4.0,91.69223479,Very High,2.581665536965027,Very Low,0.6,4,18,Census tract internal point,1,3,3,1,8,Medium
53063003100,"Census Tract 31, Spokane, WA",5343.0,248.0,409.0,12.3,19.4,3.58,T53063003100,65.18423185089853,Relatively Moderate,4.0,36.03151099,Relatively Low,15.57442355487377,Very Low,0.55,11,17,Census tract internal point,3,2,2,1,8,Medium
53063010603,"Census Tract 106.03, Spokane, WA",4684.0,290.0,1279.0,33.5,5.06,0.65,T53063010603,66.75008341675009,Relatively Moderate,4.0,55.70633181,Relatively Moderate,17.045414005922016,Very Low,0.55,1,3,Census tract internal point,3,3,1,1,8,Medium
53063001900,"Census Tract 19, Spokane, WA",3858.0,284.0,610.0,23.17,5.94,7.29,T53063001900,57.743457743457746,Relatively Moderate,4.0,48.2017414,Relatively Moderate,15.124921218175116,Very Low,0.3,14,17,Census tract internal point,2,3,2,1,8,Medium
53063004400,"Census Tract 44, Spokane, WA",4743.0,234.0,966.0,25.3,11.38,10.49,T53063004400,61.52700319366986,Relatively Moderate,4.0,42.52739442,Relatively Moderate,13.152105407108797,Very Low,0.26,6,13,Census tract internal point,2,2,3,1,8,Medium
53063001600,"Census Tract 16, Spokane, WA",3374.0,290.0,469.0,22.5,25.48,15.85,T53063001600,54.02307068973735,Relatively Low,4.0,33.88556536,Relatively Low,7.451274184533791,Very Low,0.19,9,19,Census tract internal point,2,2,3,1,8,Medium
53063010102,"Census Tract 101.02, Spokane, WA",2577.0,10.0,688.0,27.09,1.05,0.0,T53063010102,42.07540874207541,Relatively Low,3.5785267236910605,47.83569271,Relatively Moderate,58.518544944287875,Relatively Moderate,14.19,0,0,Census tract internal point,1,2,1,3,7,Medium
53063010203,"Census Tract 102.03, Spokane, WA",4445.0,313.0,720.0,23.24,3.89,1.85,T53063010203,55.8987558987559,Relatively Moderate,3.9816688288288815,17.71130723,Very Low,24.323070885805002,Relatively Low,8.52,0,0,Census tract internal point,2,1,1,3,7,Medium
53063013300,"Census Tract 133, Spokane, WA",3461.0,60.0,716.0,22.42,2.28,2.18,T53063013300,42.03965870632537,Relatively Low,3.9999499384581907,9.209856068,Very Low,29.58629136789031,Relatively Low,7.43,0,0,Census tract internal point,1,1,2,3,7,Medium
53063013205,"Census Tract 132.05, Spokane, WA",3594.0,283.0,681.0,26.82,4.12,0.0,T53063013205,48.571190237856904,Relatively Low,3.999995890328248,21.99490612,Relatively Low,41.622965050598744,Relatively Low,4.59,0,2,Census tract internal point,2,1,1,3,7,Medium
53063013001,"Census Tract 130.01, Spokane, WA",1755.0,124.0,270.0,22.45,1.2,2.28,T53063013001,21.133037799704464,Relatively Low,4.0,9.209856068,Very Low,1.133269118713805,Very Low,2.82,1,4,Census tract internal point,1,1,2,3,7,Medium
53063010901,"Census Tract 109.01, Spokane, WA",2366.0,39.0,562.0,25.4,8.73,0.6,T53063010901,36.42213642213642,Relatively Low,4.0,40.9192679,Relatively Moderate,2.605448729382945,Very Low,2.15,2,9,Census tract internal point,1,2,1,3,7,Medium
53063012802,"Census Tract 128.02, Spokane, WA",3619.0,93.0,849.0,26.03,3.09,1.72,T53063012802,54.1005291005291,Relatively Low,4.0,44.1787597,Relatively Moderate,6.788912275694766,Very Low,1.58,1,7,Census tract internal point,2,2,1,2,7,Medium
53063004200,"Census Tract 42, Spokane, WA",5069.0,359.0,1076.0,28.31,4.57,1.58,T53063004200,60.872777539444215,Relatively Moderate,4.0,25.60267725,Relatively Low,31.77791254920148,Relatively Low,1.49,12,17,Census tract internal point,2,2,1,2,7,Medium
53063011104,"Census Tract 111.04, Spokane, WA",2625.0,157.0,368.0,20.0,29.66,9.1,T53063011104,35.72381905715239,Relatively Low,4.0,9.209856068,Very Low,1.045271306767507,Very Low,1.29,5,14,Census tract internal point,1,1,3,2,7,Medium
53063004300,"Census Tract 43, Spokane, WA",3492.0,242.0,825.0,30.56,5.13,7.4,T53063004300,42.811859478526145,Relatively Low,4.0,9.209856068,Very Low,8.12671684920267,Very Low,1.07,7,13,Census tract internal point,1,1,3,2,7,Medium
53063011500,"Census Tract 115, Spokane, WA",1492.0,62.0,214.0,18.5,7.57,1.09,T53063011500,34.52261785595119,Relatively Low,4.0,74.5151928,Relatively High,2.770741916687477,Very Low,0.99,3,13,Census tract internal point,1,3,1,2,7,Medium
53063002900,"Census Tract 29, Spokane, WA",3315.0,163.0,604.0,23.14,3.33,0.0,T53063002900,56.04175604175604,Relatively Moderate,4.0,56.89984008,Relatively Moderate,12.01883628839499,Very Low,0.6,6,19,Census tract internal point,2,3,1,1,7,Medium
53063001100,"Census Tract 11, Spokane, WA",3403.0,279.0,454.0,21.54,6.35,0.51,T53063001100,57.13213213213213,Relatively Moderate,4.0,49.62802819,Relatively Moderate,12.949948271556492,Very Low,0.54,9,16,Census tract internal point,2,3,1,1,7,Medium
53063003601,"Census Tract 36.01, Spokane, WA",2883.0,65.0,255.0,11.1,22.52,16.2,T53063003601,46.18547118547119,Relatively Low,4.0,39.97156903,Relatively Low,8.08271794322952,Very Low,0.53,9,17,Census tract internal point,1,2,3,1,7,Medium
53063003602,"Census Tract 36.02, Spokane, WA",2613.0,136.0,398.0,20.44,27.48,25.33,T53063003602,44.610086276752945,Relatively Low,4.0,42.20162293,Relatively Moderate,7.343060659032262,Very Low,0.21,8,17,Census tract internal point,1,2,3,1,7,Medium
53063010204,"Census Tract 102.04, Spokane, WA",2937.0,65.0,574.0,21.76,4.92,0.89,T53063010204,34.5988845988846,Relatively Low,3.7892301199886456,9.209856068,Very Low,5.820936344285493,Very Low,8.3,0,0,Census tract internal point,1,1,1,3,6,Low
53063010508,"Census Tract 105.08, Spokane, WA",4623.0,280.0,578.0,18.56,3.78,0.0,T53063010508,45.155870155870154,Relatively Low,3.9999999999999996,9.209856068,Very Low,44.71596922454901,Relatively Low,3.53,0,1,Census tract internal point,1,1,1,3,6,Low
53063013800,"Census Tract 138, Spokane, WA",2931.0,564.0,0.0,19.24,3.28,0.0,T53063013800,33.411983411983414,Relatively Low,4.0,9.209856068,Very Low,4.139464640338673,Very Low,3.15,0,2,Census tract internal point,1,1,1,3,6,Low
53063010902,"Census Tract 109.02, Spokane, WA",3423.0,187.0,263.0,13.15,17.48,1.54,T53063010902,40.88254921588255,Relatively Low,4.0,9.209856068,Very Low,2.563828142651588,Very Low,2.67,1,7,Census tract internal point,1,1,1,3,6,Low
53063012702,"Census Tract 127.02, Spokane, WA",2657.0,171.0,404.0,21.64,5.76,1.96,T53063012702,28.300919967586637,Relatively Low,4.0,9.209856068,Very Low,1.021488114349589,Very Low,2.48,4,6,Census tract internal point,1,1,1,3,6,Low
