name,category,access_use,resource_type,community,address,lat,lon,source_url
Earl Mix Park,Drinking Fountains,0,Park,Rockford,"301 W. 4th St, Deer Park, Wa 99006",47.957460270426374,-117.4822929093957,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Rockford_Cooling_Resources_Map/FeatureServer/2
Saint Joseph's Catholic Church,Cooling Centers and Spaces,1,Church,Rockford,"138 South River Street Rockford, WA 99030",47.450458034410154,-117.13496695139207,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Rockford_Cooling_Resources_Map/FeatureServer/0
Rockford United Methodist Church,Cooling Centers and Spaces,1,Church,Rockford,"217 S First Street Rockford, Washington 99030",47.45002983741817,-117.13120900892238,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Rockford_Cooling_Resources_Map/FeatureServer/0
Thiel Park,Parks,0,Parks,Fairfield,"110 1st St, Fairfield, WA 99012",47.38602822403101,-117.1738738260641,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Fairfield_Cooling_Resources_Map/FeatureServer/4
Hart Park,Parks,0,Parks,Fairfield,"317 E Main St, Fairfield, WA 99012",47.38594088738929,-117.16870880553958,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Fairfield_Cooling_Resources_Map/FeatureServer/4
Fairfield Library,Cooling Centers and Spaces,1,Library,Fairfield,"305 E. Main Street Fairfield, WA 99012",47.385637766980615,-117.17027789781345,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/Town_of_Fairfield_Cooling_Resources_Map/FeatureServer/0
Millwood Park,Parks,0,Parks,Millwood,"9241 E Frederick Ave, Spokane, WA 99206",47.6854198140328,-117.28045599225649,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Millwood_Cooling_Resources_Map/FeatureServer/4
Millwood City Park Wading Pool,Public Pools,0,Public Pools,Millwood,"9241 E Frederick Ave, Spokane, WA 99206",47.68556246137318,-117.28052707091818,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Millwood_Cooling_Resources_Map/FeatureServer/3
Millwood Park,Splash Pads,0,Splash Pads,Millwood,"9241 E Frederick Ave, Spokane, WA 99206",47.685537182126104,-117.28021325238166,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Millwood_Cooling_Resources_Map/FeatureServer/1
Argonne Library,Cooling Centers and Spaces,1,Library,Millwood,"4322 N Argonne Rd, Spokane Valley, WA 99212",47.69639738120584,-117.2822035463907,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Millwood_Cooling_Resources_Map/FeatureServer/0
Waterfront Park,Parks,0,Parks,Medical Lake,"1300 S Lefevre St, Medical Lake, WA 99022",47.56437789223411,-117.69464794295689,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/4
Coney Island Park,Parks,0,Parks,Medical Lake,"N Jefferson St, Medical Lake, WA 99022",47.57296957352669,-117.68441252294352,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/4
Peper Park,Parks,0,Parks,Medical Lake,"Peper Park, W 4th St, Medical Lake, WA, 99022, USA",47.577425976188934,-117.6882600527082,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/4
Shepard Field,Parks,0,Parks,Medical Lake,"320 E Norma Lee Ave, Medical Lake, WA 99022",47.584100990516816,-117.67935515022126,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/4
Pioneer Park,Parks,0,Parks,Medical Lake,E. 515 Barker St.,47.576154298455066,-117.6769169688494,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/4
Medical Lake Library,Cooling Centers and Spaces,1,Library,Medical Lake,"321 E Herb St, Medical Lake, WA 99022",47.57151339827689,-117.67776936184598,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Medical_Lake_Cooling_Resources_Map/FeatureServer/0
Orchard Park,Parks,0,Parks,Liberty Lake,"20298 E Indiana Ave, Liberty Lake, Wa 99019",47.675053117910345,-117.13191974688894,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/4
Pavillion Park,Parks,0,Parks,Liberty Lake,"727 N Molter Rd, Liberty Lake, WA 99019",47.663715173896435,-117.09202492102521,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/4
Rocky Hill Park,Parks,0,Parks,Liberty Lake,"24901 E Mission Ave, Liberty Lake, WA",47.67192456337342,-117.07030945901994,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/4
Town Square Park,Parks,0,Parks,Liberty Lake,"1421 N Meadowwood Ln, Liberty Lake, WA 99019",47.67153097201141,-117.1022021290776,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/4
Liberty Lake Athletic Club,Public Pools,0,Public Pools,Liberty Lake,"23410 E Mission Ave, Liberty Lake, WA 99019",47.6708174443265,-117.09068736857314,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/3
Pavillion Park,Drinking Fountains,0,Park,Liberty Lake,"727 N Molter Rd, Liberty Lake, WA 99019",47.66320937490528,-117.09168159827139,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/2
Orchard Park,Splash Pads,0,Splash Pads,Liberty Lake,"20298 E Indiana Ave, Liberty Lake, Wa 99019",47.675092687151874,-117.13097104058079,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/1
Pavillion Park,Splash Pads,0,Splash Pads,Liberty Lake,"727 N Molter Rd, Liberty Lake, WA 99019",47.66305998219906,-117.09038059354671,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/1
Liberty Lake Athletic Club,Cooling Centers and Spaces,1,Recreation Center,Liberty Lake,"23410 E Mission Ave, Liberty Lake, WA 99019",47.67074519745924,-117.09107092446226,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/0
Liberty Lake Municipal Library,Cooling Centers and Spaces,1,Library,Liberty Lake,"23123 E Mission Ave, Liberty Lake, WA 99019",47.671794274864695,-117.0939853960155,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/0
Otis Orchards Library,Cooling Centers and Spaces,1,Library,Liberty Lake,"22324 E Wellesley Ave, Otis Orchards, WA 99027",47.69992099865674,-117.10596514730987,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Liberty_Lake/FeatureServer/0
Earl D. Mix Park,Parks,0,Parks,Deer Park,"301 W 4th St, Deer Park, WA 99006",47.95810799670499,-117.48259151324747,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/4
James G Swinyard Park,Parks,0,Parks,Deer Park," 200 E B St, Deer Park, WA, 99006, USA",47.95209664833676,-117.47400106124687,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/4
Perrins Field,Parks,0,Parks,Deer Park,"14 N Arnim Ave, Deer Park, WA 99006",47.954547099784556,-117.47302198882426,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/4
Deer Park Meadows Park,Parks,0,Parks,Deer Park,"1100 N Main St, Deer Park, WA 99006",47.96410728743735,-117.4762075810634,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/4
Deer Park City Kids Pool,Public Pools,0,Public Pools,Deer Park,"226 South Margaret Deer Park, WA 99006",47.95185707338436,-117.47322086479289,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/3
Deer Park Library,Cooling Centers and Spaces,1,Library,Deer Park,"208 S Forest Ave Deer Park, WA 99006",47.95245689471457,-117.46091386159542,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Deer_Park_Cooling_Resources_Map/FeatureServer/0
Sunset Park,Parks,0,Parks,Airway Heights,"913 S Lawson St, Airway Heights, Wa 99001",47.64769363416504,-117.58914825394116,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/4
Shorty Combs Park,Parks,0,Parks,Airway Heights,"E 18th Ave, Airway Heights, WA 99001",47.63940137582308,-117.58460572415706,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/4
Cleveland Park,Parks,0,Parks,Airway Heights,"335 S Campbell St, Airway Heights, Wa 99001",47.65231616417434,-117.58529318626857,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/4
Traditions Park,Parks,0,Parks,Airway Heights,"508 South Lawson St, Airway Heights, WA 99001",47.6510677190256,-117.58829096340988,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/4
Airway Heights Aquatic Center,Public Pools,0,Public Pools,Airway Heights,"11405 W Deno Rd, Spokane, WA 99224",47.67093511572159,-117.56909807083167,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/3
Sunset Park,Splash Pads,0,Splash Pads,Airway Heights,"913 S Lawson St, Airway Heights, Wa 99001",47.647222579085465,-117.58837974541333,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/1
Airway Heights Aquatic Center,Cooling Centers and Spaces,1,Recreation Center,Airway Heights,"11405 W Deno Rd, Spokane, WA 99224",47.670861062792994,-117.56873060835981,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/0
Airway Heights Library,Cooling Centers and Spaces,1,Library,Airway Heights,"1213 S Lundstrom St, Airway Heights, WA 99001",47.64446996376162,-117.59271953146931,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Airway_Heights_Cooling_Resources_Map/FeatureServer/0
Browns Park,Parks,0,Parks,Spokane Valley,"3101 S Pines Road Spokane Valley, WA 99216",47.629351282625734,-117.23825138334077,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Castle Park,Parks,0,Parks,Spokane Valley,"3415 S University Road Spokane Valley, WA 99206",47.626057513181934,-117.26043887216616,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Centennial Trail,Parks,0,Parks,Spokane Valley,"2663-2733 N Harvard Road Liberty Lake, WA 99019",47.6826512883323,-117.11077371645214,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Edgecliff Park,Parks,0,Parks,Spokane Valley,"800 S Park Rd, Spokane Valley, WA",47.650070428328235,-117.30494796233918,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Greenacres Park,Parks,0,Parks,Spokane Valley,"1311 N Long Road Spokane Valley, WA 99216",47.66937015971351,-117.16619071410449,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Mirabeau Point Park,Parks,0,Parks,Spokane Valley,"13500 Mirabeau Parkway Spokane Valley, WA 99216",47.685348714696254,-117.22623891999267,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Discovery Playground,Parks,0,Parks,Spokane Valley,"2426 N Discovery Pl, Spokane Valley, WA 99216",47.67838693144592,-117.22388366130431,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Sullivan Park,Parks,0,Parks,Spokane Valley,"1901 N Sullivan Road Spokane Valley, WA 99216",47.67514600060378,-117.19844084094369,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Terrace View Park,Parks,0,Parks,Spokane Valley,"13525 E 24th Avenue Spokane Valley, WA 99216",47.63680877655379,-117.22222120400511,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Valley Mission Park,Parks,0,Parks,Spokane Valley,"11123 E Mission Spokane Valley, WA 99206",47.67341853554261,-117.25532783799957,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/4
Spokane Valley YMCA,Public Pools,0,Public Pools,Spokane Valley,"2421 N Discovery Pl, Spokane Valley, WA 99216",47.679961792517695,-117.22638753113634,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/3
Park Road Pool with Slide Feature,Public Pools,0,Public Pools,Spokane Valley,"906 N Park Rd, Spokane, WA 99212",47.6653473761561,-117.30281674193819,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/3
Terrace View with Lazy River Feature,Public Pools,0,Public Pools,Spokane Valley,"13525 E 24th Ave, Spokane, WA 99216",47.63626417032042,-117.22139501853526,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/3
Valley Mission Pool with Zero Depth Entry Pool,Public Pools,0,Public Pools,Spokane Valley,"11123 E Mission Ave, Spokane Valley, WA 99206",47.67256064005875,-117.25179388138508,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/3
Browns Park,Drinking Fountains,0,Park,Spokane Valley,"3101 S Pines Road Spokane Valley, WA 99216",47.62874563099929,-117.23904904177363,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Greenacres Park,Drinking Fountains,0,Park,Spokane Valley,"1311 N Long Road Spokane Valley, WA 99216",47.669314869531625,-117.16497358884007,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Mirabeau Point Park,Drinking Fountains,0,Park,Spokane Valley,"13500 Mirabeau Parkway Spokane Valley, WA 99216",47.68494875781904,-117.22579635550535,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Discovery Playground,Drinking Fountains,0,Park,Spokane Valley,"2426 N Discovery Pl, Spokane Valley, WA 99216",47.67810280131593,-117.22395786902625,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Terrace View Park,Drinking Fountains,0,Park,Spokane Valley,"13525 E 24th Avenue Spokane Valley, WA 99216",47.63597186758661,-117.22234711852923,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Valley Mission Park,Drinking Fountains,0,Park,Spokane Valley,"11123 E Mission Spokane Valley, WA 99206",47.67201783406933,-117.25459392743504,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Edgecliff Park,Drinking Fountains,0,Park,Spokane Valley,"800 S Park Rd, Spokane Valley, WA",47.651002613715725,-117.304836621241,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Appleway Trail,Drinking Fountains,0,Trail,Spokane Valley,"213 S University Rd, Ste 1, Spokane Valley, Washington, 99206",47.65498318713291,-117.2608747039496,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Water Fountain - Out of Order ,Drinking Fountains,0,Park ,Spokane Valley,,47.69844046178862,-117.34984656155235,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/2
Browns Park,Splash Pads,0,Splash Pads,Spokane Valley,"3101 S Pines Road Spokane Valley, WA 99216",47.62841342826235,-117.23924081934987,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/1
Edgecliff Park,Splash Pads,0,Splash Pads,Spokane Valley,"800 S Park Rd, Spokane Valley, WA",47.650846022720415,-117.30498439595944,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/1
Greenacres Park,Splash Pads,0,Splash Pads,Spokane Valley,"1311 N Long Road Spokane Valley, WA 99216",47.668426148015506,-117.16519695568083,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/1
Discovery Playground,Splash Pads,0,Splash Pads,Spokane Valley,"2426 N Discovery Pl, Spokane Valley, WA 99216",47.67786272407196,-117.22403593650698,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/1
Spokane Valley Senior Center,Cooling Centers and Spaces,1,Senior Center,Spokane Valley,"2426 N Discovery Pl, Spokane Valley, WA 99216",47.6800766328802,-117.22353139762932,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/0
Spokane Valley Library,Cooling Centers and Spaces,1,Library,Spokane Valley,"22 N Herald Rd, Spokane Valley, WA 99206",47.65777688225507,-117.26873055920947,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/0
Argonne Library,Cooling Centers and Spaces,1,Library,Spokane Valley,"4322 N Argonne Rd, Spokane Valley, WA 99212",47.69638474420953,-117.28205334268597,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/0
Spokane Valley Mall,Cooling Centers and Spaces,1,Shopping Mall,Spokane Valley,"14700 East Indiana Avenue, Spokane Valley, WA 99216",47.67359447151288,-117.20770720262418,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/0
Spokane Valley YMCA,Cooling Centers and Spaces,1,Recreation Center,Spokane Valley,"2421 N Discovery Pl, Spokane Valley, WA 99216",47.68005930853906,-117.2265860146034,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Valley_Cooling_Resources/FeatureServer/0
A.M. Cannon Park,Parks,0,Parks,Spokane,"1511 N Elm St, Spokane, WA 99205, United States",47.671554764369496,-117.44172604065001,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Audubon Park,Parks,0,Parks,Spokane,"3405 N Milton St, Spokane, Washington, 99205",47.6904124650732,-117.45381207086528,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Ben Burr Park,Parks,0,Parks,Spokane,"4401 S Havana St, Spokane, Washington, 99223",47.6137274052347,-117.34549403500299,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
"Bryne, Patrick S. Park",Parks,0,Parks,Spokane,"125 E Walton Ave, Spokane, Washington, 99207",47.69495286067311,-117.4083290509642,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Cannon Hill Park,Parks,0,Parks,Spokane,"W. 19th Ave, Spokane, WA, 99203, USA",47.638419797503914,-117.42195207796074,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Chief Garry Park,Parks,0,Parks,Spokane,"2515 E Sinto Ave, Spokane, Washington, 99202",47.671417590460585,-117.37239718314899,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
B.A. Clark,Parks,0,Parks,Spokane,"3922 N Normandie St, Spokane, WA, 99207, USA",47.69466975838589,-117.413131807658,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Coeur D'Alene Park,Parks,0,Parks,Spokane,"2195 W 2nd Ave, Spokane, WA, 99201, USA",47.65388969252833,-117.44465370021244,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Comstock Park,Parks,0,Parks,Spokane,"601 W 29th Ave, Spokane, WA, 99203, USA",47.6266571347001,-117.42260525414099,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Courtland Park,Parks,0,Parks,Spokane,"3514 N Stone St, Spokane, WA, 99207, USA",47.68903830992637,-117.37444386803271,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Cowley Park,Parks,0,Parks,Spokane,"602 S Division St, Spokane, WA, 99202, USA",47.6500678085161,-117.411855637302,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Corbin Park,Parks,0,Parks,Spokane,"2914 N West Oval St, Spokane, Washington, 99205",47.68501033974649,-117.42074113115501,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Dutch Jakes Park,Parks,0,Parks,Spokane,"2104 W College Ave, Spokane, WA, 99201, USA",47.664239506233464,-117.44356294655064,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Dwight Merkel Sports Complex,Parks,0,Parks,Spokane,"N Assembly St, Spokane, WA, 99205, USA",47.708460109631474,-117.47820591622019,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Emerson Park,Parks,0,Parks,Spokane,"3325 N Madison St, Spokane, WA, 99205, USA",47.68854618293882,-117.42892784045819,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Fairview Park,Parks,0,Parks,Spokane,"N Dakota St, Spokane, WA, 99207, USA",47.685709055263686,-117.39926109601204,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Franklin Park and Sports Complex,Parks,0,Parks,Spokane,"302 W Queen Ave, Spokane, WA, 99205, USA",47.70720601055848,-117.41438507494304,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Friendship Park,Parks,0,Parks,Spokane,"631 E Greta Ave, Spokane, WA, 99208, USA",47.72557884188958,-117.4011831194572,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Glass Park,Parks,0,Parks,Spokane,"627 E Heroy Ave, Spokane, WA, 99207, USA",47.69898977616705,-117.39857658827462,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Redband / Glover Field Park,Parks,0,Parks,Spokane,"216 N Cedar St, Spokane, WA, 99201, USA",47.6597028887756,-117.43223509665401,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Grandview Park,Parks,0,Parks,Spokane,"3203 W 17th Ave, Spokane, WA, 99224, USA",47.63896957384429,-117.46018609371201,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Grant Park,Parks,0,Parks,Spokane,"1015 S Arthur St, Spokane, WA, 99202, USA",47.646169189230775,-117.39223126253343,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Harmon-Shipley Park,Parks,0,Parks,Spokane,"6018 N Regal St, Spokane, WA, 99208, USA",47.71294785729209,-117.36716712702498,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Hays Park,Parks,0,Parks,Spokane,"1812 E Providence Ave, Spokane, WA, 99207, USA",47.69171540964843,-117.3832743004772,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
High Bridge Park,Parks,0,Parks,Spokane,"S A St, Spokane, WA, 99224, USA",47.654028203398305,-117.45571682111002,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
"Hill, James J. Park",Parks,0,Parks,Spokane,"2579 E Nebraska Ave, Spokane, WA, 99208, US",47.70926935761346,-117.3726837178114,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Hill N' Dale Park,Parks,0,Parks,Spokane,"502 E Jay Ave, Spokane, WA, 99218, USA",47.73964604504431,-117.40476380687043,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Indian Trail Park,Parks,0,Parks,Spokane,"3990 W Woodside Ave, Spokane, WA, 99208, USA",47.72092262299189,-117.47146681978201,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
Kehoe Park,Parks,0,Parks,Spokane,"4903 N Nelson St, Spokane, WA, 99217, USA",47.70256799038529,-117.37010056993503,https://services7.arcgis.com/YGmp70c76pih9ea2/arcgis/rest/services/City_of_Spokane_Cooling_Resources_Map/FeatureServer/4
